Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","028","Antigua-et-Barbuda","511","Population totale","S2501","Population","2019","2019","1000 No","92.12","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2018","2018","1000 No","35018.13","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","682","Arabie saoudite","511","Population totale","S2501","Population","2019","2019","1000 No","35827.36","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2018","2018","1000 No","44413.6","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","032","Argentine","511","Population totale","S2501","Population","2019","2019","1000 No","44745.52","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2018","2018","1000 No","2836.56","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","051","Arménie","511","Population totale","S2501","Population","2019","2019","1000 No","2820.6","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2018","2018","1000 No","24979.23","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","036","Australie","511","Population totale","S2501","Population","2019","2019","1000 No","25357.17","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2018","2018","1000 No","8840.51","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","040","Autriche","511","Population totale","S2501","Population","2019","2019","1000 No","8879.94","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2018","2018","1000 No","10152.52","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","511","Population totale","S2501","Population","2019","2019","1000 No","10232.75","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2018","2018","1000 No","401.91","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","511","Population totale","S2501","Population","2019","2019","1000 No","404.56","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","511","Population totale","S2501","Population","2019","2019","1000 No","1494.19","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2018","2018","1000 No","163683.96","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","511","Population totale","S2501","Population","2019","2019","1000 No","165516.22","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2018","2018","1000 No","279.69","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","511","Population totale","S2501","Population","2019","2019","1000 No","280.18","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2018","2018","1000 No","9695.57","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","511","Population totale","S2501","Population","2019","2019","1000 No","9673.97","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2018","2018","1000 No","11448.6","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","511","Population totale","S2501","Population","2019","2019","1000 No","11510.57","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2018","2018","1000 No","382.07","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","084","Belize","511","Population totale","S2501","Population","2019","2019","1000 No","389.1","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2018","2018","1000 No","11940.68","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","511","Population totale","S2501","Population","2019","2019","1000 No","12290.44","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","511","Population totale","S2501","Population","2019","2019","1000 No","767.46","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2018","2018","1000 No","11606.91","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","511","Population totale","S2501","Population","2019","2019","1000 No","11777.32","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2018","2018","1000 No","3400.13","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","511","Population totale","S2501","Population","2019","2019","1000 No","3360.71","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2018","2018","1000 No","2451.41","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","072","Botswana","511","Population totale","S2501","Population","2019","2019","1000 No","2499.7","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2018","2018","1000 No","210166.59","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","076","Brésil","511","Population totale","S2501","Population","2019","2019","1000 No","211782.88","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2018","2018","1000 No","7117.43","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","511","Population totale","S2501","Population","2019","2019","1000 No","7052.53","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2018","2018","1000 No","20392.72","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","511","Population totale","S2501","Population","2019","2019","1000 No","20951.64","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2018","2018","1000 No","11493.47","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","511","Population totale","S2501","Population","2019","2019","1000 No","11874.84","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2018","2018","1000 No","571.2","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","511","Population totale","S2501","Population","2019","2019","1000 No","577.03","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2018","2018","1000 No","16025.24","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","511","Population totale","S2501","Population","2019","2019","1000 No","16207.75","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2018","2018","1000 No","25076.75","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","511","Population totale","S2501","Population","2019","2019","1000 No","25782.34","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2018","2018","1000 No","37035.25","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","124","Canada","511","Population totale","S2501","Population","2019","2019","1000 No","37522.58","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2018","2018","1000 No","18701.45","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","152","Chili","511","Population totale","S2501","Population","2019","2019","1000 No","19039.49","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2018","2018","1000 No","7481.56","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","511","Population totale","S2501","Population","2019","2019","1000 No","7496.12","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","511","Population totale","S2501","Population","2018","2018","1000 No","650.99","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","511","Population totale","S2501","Population","2019","2019","1000 No","663.65","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","511","Population totale","S2501","Population","2018","2018","1000 No","1417069.47","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","511","Population totale","S2501","Population","2019","2019","1000 No","1421864.03","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","511","Population totale","S2501","Population","2018","2018","1000 No","23726.19","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","511","Population totale","S2501","Population","2019","2019","1000 No","23777.74","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","511","Population totale","S2501","Population","2018","2018","1000 No","1218.83","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","511","Population totale","S2501","Population","2019","2019","1000 No","1228.84","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","511","Population totale","S2501","Population","2018","2018","1000 No","49276.96","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","170","Colombie","511","Population totale","S2501","Population","2019","2019","1000 No","50187.41","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","174","Comores","511","Population totale","S2501","Population","2018","2018","1000 No","776.31","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","174","Comores","511","Population totale","S2501","Population","2019","2019","1000 No","790.99","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","178","Congo","511","Population totale","S2501","Population","2018","2018","1000 No","5441.06","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","178","Congo","511","Population totale","S2501","Population","2019","2019","1000 No","5570.73","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","511","Population totale","S2501","Population","2018","2018","1000 No","5040.73","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","188","Costa Rica","511","Population totale","S2501","Population","2019","2019","1000 No","5084.53","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","511","Population totale","S2501","Population","2018","2018","1000 No","25493.99","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","384","Côte d'Ivoire","511","Population totale","S2501","Population","2019","2019","1000 No","26147.55","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","511","Population totale","S2501","Population","2018","2018","1000 No","4160.48","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","191","Croatie","511","Population totale","S2501","Population","2019","2019","1000 No","4129.75","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","511","Population totale","S2501","Population","2018","2018","1000 No","11328.24","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","192","Cuba","511","Population totale","S2501","Population","2019","2019","1000 No","11316.7","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","511","Population totale","S2501","Population","2018","2018","1000 No","5766.69","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","208","Danemark","511","Population totale","S2501","Population","2019","2019","1000 No","5795.88","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","262","Djibouti","511","Population totale","S2501","Population","2018","2018","1000 No","1057.2","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","262","Djibouti","511","Population totale","S2501","Population","2019","2019","1000 No","1073.99","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","212","Dominique","511","Population totale","S2501","Population","2018","2018","1000 No","70.82","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","212","Dominique","511","Population totale","S2501","Population","2019","2019","1000 No","71.43","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","511","Population totale","S2501","Population","2018","2018","1000 No","103740.77","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","511","Population totale","S2501","Population","2019","2019","1000 No","105618.67","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","511","Population totale","S2501","Population","2018","2018","1000 No","6276.34","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","511","Population totale","S2501","Population","2019","2019","1000 No","6280.22","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","511","Population totale","S2501","Population","2018","2018","1000 No","9140.17","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","511","Population totale","S2501","Population","2019","2019","1000 No","9211.66","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","511","Population totale","S2501","Population","2018","2018","1000 No","17015.67","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","511","Population totale","S2501","Population","2019","2019","1000 No","17343.74","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","511","Population totale","S2501","Population","2018","2018","1000 No","46792.04","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","511","Population totale","S2501","Population","2019","2019","1000 No","47131.37","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","511","Population totale","S2501","Population","2018","2018","1000 No","1322.15","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","511","Population totale","S2501","Population","2019","2019","1000 No","1327.04","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","511","Population totale","S2501","Population","2018","2018","1000 No","1160.43","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","511","Population totale","S2501","Population","2019","2019","1000 No","1169.61","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","511","Population totale","S2501","Population","2018","2018","1000 No","332140.04","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","511","Population totale","S2501","Population","2019","2019","1000 No","334319.67","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","511","Population totale","S2501","Population","2018","2018","1000 No","111129.44","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","511","Population totale","S2501","Population","2019","2019","1000 No","114120.59","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","511","Population totale","S2501","Population","2018","2018","1000 No","145652.29","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","511","Population totale","S2501","Population","2019","2019","1000 No","145742.29","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","511","Population totale","S2501","Population","2018","2018","1000 No","919","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","511","Population totale","S2501","Population","2019","2019","1000 No","918.47","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","511","Population totale","S2501","Population","2018","2018","1000 No","5515.46","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","246","Finlande","511","Population totale","S2501","Population","2019","2019","1000 No","5521.54","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","250","France","511","Population totale","S2501","Population","2018","2018","1000 No","64277.81","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","250","France","511","Population totale","S2501","Population","2019","2019","1000 No","64399.76","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","511","Population totale","S2501","Population","2018","2018","1000 No","2192.01","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","266","Gabon","511","Population totale","S2501","Population","2019","2019","1000 No","2242.79","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","270","Gambie","511","Population totale","S2501","Population","2018","2018","1000 No","2444.92","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","270","Gambie","511","Population totale","S2501","Population","2019","2019","1000 No","2508.88","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","511","Population totale","S2501","Population","2018","2018","1000 No","3772.32","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","268","Géorgie","511","Population totale","S2501","Population","2019","2019","1000 No","3770.81","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","511","Population totale","S2501","Population","2018","2018","1000 No","30870.64","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","288","Ghana","511","Population totale","S2501","Population","2019","2019","1000 No","31522.29","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","511","Population totale","S2501","Population","2018","2018","1000 No","10633.27","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","300","Grèce","511","Population totale","S2501","Population","2019","2019","1000 No","10574.02","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","308","Grenade","511","Population totale","S2501","Population","2018","2018","1000 No","121.84","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","308","Grenade","511","Population totale","S2501","Population","2019","2019","1000 No","122.72","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","511","Population totale","S2501","Population","2018","2018","1000 No","16850.18","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","320","Guatemala","511","Population totale","S2501","Population","2019","2019","1000 No","17106.34","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","324","Guinée","511","Population totale","S2501","Population","2018","2018","1000 No","12554.86","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","324","Guinée","511","Population totale","S2501","Population","2019","2019","1000 No","12877.54","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","624","Guinée-Bissau","511","Population totale","S2501","Population","2018","2018","1000 No","1924.95","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","624","Guinée-Bissau","511","Population totale","S2501","Population","2019","2019","1000 No","1970.46","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","511","Population totale","S2501","Population","2018","2018","1000 No","785.51","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","328","Guyana","511","Population totale","S2501","Population","2019","2019","1000 No","798.75","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","511","Population totale","S2501","Population","2018","2018","1000 No","11012.42","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","332","Haïti","511","Population totale","S2501","Population","2019","2019","1000 No","11160.44","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","511","Population totale","S2501","Population","2018","2018","1000 No","9792.85","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","340","Honduras","511","Population totale","S2501","Population","2019","2019","1000 No","9958.83","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","511","Population totale","S2501","Population","2018","2018","1000 No","9776.36","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","348","Hongrie","511","Population totale","S2501","Population","2019","2019","1000 No","9771.8","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","511","Population totale","S2501","Population","2018","2018","1000 No","659.25","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","090","Îles Salomon","511","Population totale","S2501","Population","2019","2019","1000 No","674.99","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","356","Inde","511","Population totale","S2501","Population","2018","2018","1000 No","1369003.31","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","356","Inde","511","Population totale","S2501","Population","2019","2019","1000 No","1383112.05","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","511","Population totale","S2501","Population","2018","2018","1000 No","267066.84","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","360","Indonésie","511","Population totale","S2501","Population","2019","2019","1000 No","269582.88","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","511","Population totale","S2501","Population","2018","2018","1000 No","85617.56","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","364","Iran (République islamique d')","511","Population totale","S2501","Population","2019","2019","1000 No","86564.2","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","511","Population totale","S2501","Population","2018","2018","1000 No","34815.43","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","368","Iraq","511","Population totale","S2501","Population","2019","2019","1000 No","35649.84","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","511","Population totale","S2501","Population","2018","2018","1000 No","4834.51","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","372","Irlande","511","Population totale","S2501","Population","2019","2019","1000 No","4896.02","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","352","Islande","511","Population totale","S2501","Population","2018","2018","1000 No","352.95","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","352","Islande","511","Population totale","S2501","Population","2019","2019","1000 No","360.77","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","376","Israël","511","Population totale","S2501","Population","2018","2018","1000 No","8456.48","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","376","Israël","511","Population totale","S2501","Population","2019","2019","1000 No","8607.92","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","380","Italie","511","Population totale","S2501","Population","2018","2018","1000 No","59877.43","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","380","Italie","511","Population totale","S2501","Population","2019","2019","1000 No","59727.93","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","511","Population totale","S2501","Population","2018","2018","1000 No","2811.84","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","388","Jamaïque","511","Population totale","S2501","Population","2019","2019","1000 No","2813.77","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","392","Japon","511","Population totale","S2501","Population","2018","2018","1000 No","126255.87","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","392","Japon","511","Population totale","S2501","Population","2019","2019","1000 No","125791.68","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","511","Population totale","S2501","Population","2018","2018","1000 No","10459.87","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","400","Jordanie","511","Population totale","S2501","Population","2019","2019","1000 No","10698.68","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","511","Population totale","S2501","Population","2018","2018","1000 No","18538.1","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","511","Population totale","S2501","Population","2019","2019","1000 No","18754.26","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","511","Population totale","S2501","Population","2018","2018","1000 No","49953.3","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","511","Population totale","S2501","Population","2019","2019","1000 No","50951.45","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","511","Population totale","S2501","Population","2018","2018","1000 No","6223.49","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","511","Population totale","S2501","Population","2019","2019","1000 No","6323.64","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","511","Population totale","S2501","Population","2018","2018","1000 No","122.26","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","511","Population totale","S2501","Population","2019","2019","1000 No","124.24","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","511","Population totale","S2501","Population","2018","2018","1000 No","4317.19","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","511","Population totale","S2501","Population","2019","2019","1000 No","4441.1","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","511","Population totale","S2501","Population","2018","2018","1000 No","2198.02","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","511","Population totale","S2501","Population","2019","2019","1000 No","2225.7","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","511","Population totale","S2501","Population","2018","2018","1000 No","1935.63","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","511","Population totale","S2501","Population","2019","2019","1000 No","1916.56","X","Ciffre de sources internationales"
